brand;model;body;year;mileage;fuel;seller;transmission;city;color;price
toyota;corolla-altis-2016-2018;sedan;2018;3,800 KM;gasoline;dealer;maunal;Quezon City;Red;695000
toyota;fortuner-2015;suv;2018;11,800 KM;diesel;dealer;n/a;Quezon City;Brown;1130000
toyota;fortuner-2015;suv;2018;11,800 KM;diesel;dealer;n/a;Manila;White;1178000
toyota;fortuner-2015;suv;2017;32 KM;diesel;dealer;n/a;Manila;Black;1128000
toyota;avanza-2015-2018;mpv;2017;12,000 KM;gasoline;dealer;maunal;Manila;Beige;700000
hyundai;eon;hatchback;2018;16,518 KM;gasoline;dealer;maunal;Manila;Red;315000
toyota;fortuner;suv;2017;1,900 KM;diesel;dealer;maunal;Manila;Black;1620000
toyota;wigo;hatchback;2018;16,000 KM;gasoline;dealer;n/a;Quezon City;Black;478000
toyota;avanza-2015-2018;mpv;2017;6,800 KM;gasoline;dealer;maunal;Manila;Black;615000
toyota;avanza-2015-2018;mpv;2018;13,000 KM;gasoline;dealer;maunal;Manila;Blue;630000
toyota;avanza-2015-2018;mpv;2018;2,000 KM;gasoline;dealer;maunal;Manila;Silver / Grey;630000
mitsubishi;strada;pickup-trucks;2018;18,000 KM;diesel;dealer;maunal;Quezon City;Red;928000
toyota;vios;sedan;2017;1,800 KM;gasoline;dealer;manual;Manila;Orange;480000
hyundai;reina;sedan;2019;150 KM;gasoline;dealer;manual;Pasig;Red;495000
toyota;innova;mpv;2018;7,000 KM;diesel;dealer;manual;Manila;Red;888000
toyota;vios;sedan;2018;2,100 KM;gasoline;dealer;manual;Manila;Red;560000
toyota;innova;mpv;2018;21,000 KM;diesel;dealer;manual;Manila;Red;858000
toyota;hiace-2015-2018;van;2018;13,000 KM;diesel;dealer;manual;Quezon City;White;1010000
toyota;innova;mpv;2017;1,800 KM;gasoline;dealer;manual;Manila;Red;945000
toyota;hiace-2015-2018;van;2019;13,800 KM;diesel;dealer;manual;Quezon City;White;1125000
toyota;vios;sedan;2018;1,800 KM;gasoline;dealer;manual;Manila;Red;555000
toyota;vios-2017-2018;sedan;2018;1,900 KM;gasoline;dealer;manual;Quezon City;Red;510000
toyota;vios-2017-2018;sedan;2018;2,500 KM;gasoline;dealer;manual;Manila;Orange;515000
toyota;vios;sedan;2018;8,000 KM;gasoline;dealer;manual;Quezon City;Silver / Grey;520000
toyota;vios;sedan;2017;1,900 KM;gasoline;dealer;manual;Manila;Red;470000
toyota;vios;sedan;2017;6,800 KM;gasoline;dealer;manual;Manila;Red;470000
toyota;vios;sedan;2017;4,200 KM;gasoline;dealer;manual;Manila;Black;510000
toyota;vios;sedan;2017;38,000 KM;gasoline;dealer;manual;Manila;Black;610000
toyota;fortuner;suv;2018;n/a;diesel;dealer;automatic;Quezon City;White;1370000
chevrolet;sail;sedan;2018;29,000 KM;gasoline;dealer;automatic;Makati;White;624000
ferrari;f12berlinetta;coupe;2017;4,000 KM;gasoline;dealer;automatic;Quezon City;White;31000000
ford;f150;pickup-trucks;2018;7,905 KM;gasoline;dealer;automatic;Quezon City;Red;6750000
toyota;avanza-2015-2018;mpv;2018;6,800 KM;gasoline;dealer;automatic;Manila;Black;699000
toyota;vios;sedan;2017;29,000 KM;gasoline;dealer;automatic;Manila;Green;538000
toyota;vios;sedan;2017;14,000 KM;gasoline;dealer;automatic;Quezon City;Silver / Grey;568000
toyota;wigo;hatchback;2018;6,800 KM;gasoline;dealer;automatic;Manila;Orange;450000
bmw;1-series-five-door;hatchback;2018;6,379 KM;gasoline;dealer;automatic;Rizal;Black;1890000
toyota;vios;sedan;2017;20,000 KM;gasoline;dealer;automatic;Pasig;Purple / Pink;568000
toyota;avanza-2015-2018;mpv;2018;6,800 KM;gasoline;dealer;automatic;Manila;Black;780000
toyota;tundra;pickup-trucks;2018;6,000 KM;gasoline;dealer;automatic;Quezon City;White;4980000
toyota;fortuner;suv;2017;10,800 KM;diesel;dealer;automatic;Manila;White;1390000
toyota;innova;mpv;2017;19,000 KM;diesel;dealer;automatic;Quezon City;n/a;1108000
toyota;vios;sedan;2019;2,700 KM;gasoline;dealer;automatic;Manila;Blue;710000
toyota;vios;sedan;2019;8,600 KM;gasoline;dealer;automatic;Manila;Brown;708000
toyota;avanza-2015-2018;mpv;2018;9,530 KM;gasoline;dealer;automatic;Quezon City;Blue;650000
honda;br-v;suv;2017;21,000 KM;gasoline;dealer;automatic;Angeles;White;890000
nissan;np300-navara;pickup-trucks;2018;16,000 KM;diesel;dealer;automatic;Pasig;Blue;925000
toyota;hiace-2015-2018;van;2019;1,200 KM;diesel;dealer;automatic;Quezon City;White;1980000
toyota;hiace;van;2020;1,000 KM;diesel;dealer;automatic;Pasig;Black;6399000
toyota;vios;sedan;2017;18,000 KM;gasoline;dealer;automatic;Makati;Black;464000
honda;city;sedan;2019;6,000 KM;gasoline;dealer;automatic;Makati;White;725000
honda;br-v;suv;2017;24,155 KM;gasoline;dealer;automatic;Angeles;White;890000
toyota;rush;suv;2018;17,000 KM;gasoline;dealer;automatic;Manila;Black;808000
suzuki;swift-2016;hatchback;2018;28,026 KM;gasoline;dealer;automatic;Quezon City;Red;460000
toyota;vios;sedan;2019;800 KM;gasoline;dealer;automatic;Manila;Red;778000
hyundai;accent;sedan;2017;23,000 KM;diesel;dealer;automatic;Makati;Silver / Grey;363000
toyota;avanza-2015-2018;mpv;2018;23,000 KM;gasoline;dealer;automatic;Rizal;Silver / Grey;695000
toyota;innova;mpv;2019;2,800 KM;gasoline;dealer;automatic;Quezon City;Black;1160000
toyota;vios;sedan;2017;64,000 KM;gasoline;dealer;automatic;Makati;Red;495000
toyota;vios;sedan;2019;2,500 KM;gasoline;dealer;automatic;Quezon City;Silver / Grey;600000
chevrolet;trailblazer;suv;2020;1,000 KM;diesel;dealer;automatic;Pasig;White;1550000
toyota;wigo;hatchback;2019;3,300 KM;gasoline;dealer;automatic;Manila;White;550000
toyota;fortuner;suv;2018;27,000 KM;diesel;dealer;automatic;Manila;Brown;1690000
hyundai;accent;sedan;2018;n/a;diesel;dealer;automatic;Quezon City;White;520000
volkswagen;golf-gts;station-wagon;2017;2,800 KM;diesel;dealer;automatic;Pasig;Red;1150000
toyota;wigo;hatchback;2019;1,800 KM;gasoline;dealer;automatic;Manila;Red;508000
toyota;innova;mpv;2019;2,800 KM;diesel;dealer;automatic;Manila;Black;1140000
mitsubishi;strada;pickup-trucks;2017;28,000 KM;diesel;dealer;automatic;Quezon City;White;918000
isuzu;mu-x;suv;2017;15,429 KM;diesel;dealer;automatic;Quezon City;White;1238000
toyota;fortuner;suv;2017;18,000 KM;diesel;dealer;automatic;Quezon City;Silver / Grey;1250000
toyota;vios;sedan;2019;5,000 KM;gasoline;dealer;automatic;Quezon City;Silver / Grey;760000
isuzu;crosswind;suv;2017;30,000 KM;diesel;dealer;automatic;Quezon City;White;788000
mitsubishi;mirage-g4;sedan;2018;9,000 KM;gasoline;dealer;cvt;Quezon City;Silver / Grey;558000
toyota;vios-2017-2018;sedan;2017;8,000 KM;gasoline;dealer;cvt;Pasig;Silver / Grey;550000
toyota;vios-2017-2018;sedan;2017;15,000 KM;gasoline;dealer;cvt;Quezon City;Red;475000
toyota;vios-2017-2018;sedan;2018;1,800 KM;gasoline;dealer;cvt;Quezon City;Black;550000
toyota;vios-2017-2018;sedan;2017;19,800 KM;gasoline;dealer;cvt;Quezon City;Orange;480000
toyota;vios-2017-2018;sedan;2018;10,422 KM;gasoline;dealer;cvt;Quezon City;Red;530000
toyota;corolla-altis-2016-2018;sedan;2018;2,200 KM;gasoline;dealer;cvt;Quezon City;Black;810000
toyota;vios-2017-2018;sedan;2018;1,800 KM;gasoline;dealer;cvt;Quezon City;Black;555000
toyota;vios-2017-2018;sedan;2018;5,000 KM;gasoline;dealer;cvt;Quezon City;Purple / Pink;545000
toyota;vios-2017-2018;sedan;2018;10,200 KM;gasoline;dealer;cvt;Manila;Orange;558000
toyota;corolla-altis-2016-2018;sedan;2017;37,979 KM;gasoline;dealer;cvt;Angeles;Silver / Grey;770000
toyota;vios-2017-2018;sedan;2018;5,523 KM;gasoline;dealer;cvt;Quezon City;Purple / Pink;545000
suzuki;celerio;hatchback;2018;12,125 KM;gasoline;dealer;maunal;Cebu City;Red;488000
toyota;avanza-2015-2018;mpv;2018;12,000 KM;gasoline;dealer;maunal;Quezon City;Black;638000
toyota;fortuner;suv;2019;n/a;diesel;dealer;maunal;Makati;Silver / Grey;1300000
ford;ranger-2016-2018;pickup-trucks;2018;20,000 KM;diesel;dealer;maunal;Quezon City;n/a;1075000
toyota;vios;sedan;2018;1,900 KM;gasoline;dealer;manual;Manila;Orange;585000
toyota;hiace-2015-2018;van;2018;1,900 KM;diesel;dealer;manual;Manila;White;1620000
toyota;innova;mpv;2017;32,544 KM;diesel;dealer;manual;Makati;n/a;820000
toyota;hiace-2015-2018;van;2017;22,000 KM;diesel;dealer;manual;Manila;Silver / Grey;970000
toyota;vios-2017-2018;sedan;2018;10,200 KM;gasoline;dealer;manual;Manila;Red;495000
toyota;wigo;hatchback;2019;2,200 KM;gasoline;dealer;manual;Manila;White;408000
toyota;vios-2017-2018;sedan;2017;7,000 KM;gasoline;dealer;manual;Manila;Orange;525000
toyota;innova;mpv;2018;5,900 KM;diesel;dealer;manual;Manila;Silver / Grey;955000
toyota;hiace-2015-2018;van;2019;2,000 KM;diesel;dealer;manual;Manila;Silver / Grey;1275000
toyota;avanza;mpv;2019;2,800 KM;gasoline;dealer;manual;Quezon City;Silver / Grey;745000
mitsubishi;montero-sport;suv;2017;21,464 KM;diesel;dealer;automatic;Quezon City;Black;1240000
toyota;fortuner;suv;2017;37,727 KM;diesel;dealer;automatic;Quezon City;White;1265000
toyota;avanza-2015-2018;mpv;2018;6,800 KM;gasoline;dealer;automatic;Manila;Black;710000
toyota;vios;sedan;2019;6,800 KM;gasoline;dealer;automatic;Manila;Blue;660000
toyota;fortuner;suv;2018;n/a;diesel;dealer;automatic;Las Pinas;Silver / Grey;1950000
toyota;vios-2017-2018;sedan;2017;11,800 KM;gasoline;dealer;cvt;Manila;Brown;515000
toyota;vios-2017-2018;sedan;2017;8,800 KM;gasoline;dealer;cvt;Manila;Silver / Grey;515000
toyota;vios-2017-2018;sedan;2018;9,100 KM;gasoline;dealer;cvt;Manila;Brown;565000
toyota;vios-2017-2018;sedan;2018;10,200 KM;gasoline;dealer;cvt;Manila;Orange;545000
toyota;vios-2017-2018;sedan;2018;2,000 KM;gasoline;dealer;cvt;Manila;Silver / Grey;688000
toyota;vios-2017-2018;sedan;2018;5,000 KM;gasoline;dealer;cvt;Manila;Red;578000
toyota;vios-2017-2018;sedan;2017;10,500 KM;gasoline;dealer;cvt;Manila;Brown;515000
byd;s7;suv;2017;4,000 KM;gasoline;dealer;dual-clutch;Makati;Brown;1023000
toyota;fortuner-2015;suv;2018;2,800 KM;diesel;dealer;n/a;Manila;Black;1178000
toyota;avanza-2015-2018;mpv;2018;9,500 KM;gasoline;dealer;maunal;Manila;Blue;675000
toyota;vios;sedan;2019;9,063 KM;gasoline;dealer;automatic;Manila;Black;708000
byd;f0;hatchback;2017;1 KM;gasoline;dealer;automatic;Bulacan;Black;400000
mazda;cx-5;crossover;2019;5,000 KM;gasoline;dealer;automatic;Manila;Black;1498000
toyota;wigo;hatchback;2017;38,201 KM;gasoline;dealer;automatic;Quezon City;Blue;388000
ford;ecosport-2013-2017;suv;2017;9,618 KM;gasoline;dealer;automatic;Quezon City;White;688000
toyota;avanza-2015-2018;mpv;2018;6,800 KM;gasoline;dealer;automatic;Manila;Black;755000
chevrolet;sail;sedan;2018;9,000 KM;gasoline;dealer;automatic;Makati;Black;586000
nissan;np300-navara;pickup-trucks;2017;38,378 KM;diesel;dealer;automatic;Quezon City;Blue;898000
toyota;fortuner-2015;suv;2018;4,000 KM;diesel;dealer;n/a;Manila;Silver / Grey;1290000
toyota;avanza-2015-2018;mpv;2017;8,800 KM;gasoline;dealer;maunal;Manila;Silver / Grey;645000
toyota;avanza-2015-2018;mpv;2017;2,800 KM;gasoline;dealer;maunal;Manila;Black;585000
mitsubishi;adventure;mpv;2017;23,538 KM;diesel;dealer;manual;Quezon City;White;565000
toyota;wigo;hatchback;2019;2,800 KM;gasoline;dealer;manual;Manila;n/a;465000
toyota;vios-2017-2018;sedan;2018;n/a;gasoline;dealer;manual;Quezon City;Silver / Grey;485000
mitsubishi;adventure;mpv;2017;24,400 KM;diesel;dealer;manual;Quezon City;White;520000
toyota;wigo;hatchback;2018;110,000 KM;gasoline;dealer;manual;Quezon City;n/a;1350000
mitsubishi;l300-2000-2010;mpv;2017;n/a;diesel;dealer;manual;Quezon City;White;695000
mitsubishi;adventure;mpv;2017;1 KM;diesel;dealer;manual;Manila;Silver / Grey;785000
toyota;vios-2017-2018;sedan;2017;15,800 KM;gasoline;dealer;manual;Manila;Black;425000
hyundai;accent;sedan;2017;n/a;diesel;dealer;manual;Manila;Red;395000
toyota;vios-2017-2018;sedan;2018;24,000 KM;gasoline;dealer;manual;Manila;Silver / Grey;538000
toyota;vios-2017-2018;sedan;2018;1,900 KM;gasoline;dealer;manual;Manila;Red;545000
toyota;vios;sedan;2018;887 KM;gasoline;dealer;manual;Manila;Red;795000
toyota;vios-2017-2018;sedan;2018;10,900 KM;gasoline;dealer;manual;Manila;Silver / Grey;445000
toyota;hiace-2015-2018;van;2019;3,800 KM;diesel;dealer;manual;Manila;Silver / Grey;1130000
toyota;innova;mpv;2017;4,032 KM;gasoline;dealer;manual;Manila;Red;850000
toyota;fortuner;suv;2018;9,300 KM;diesel;dealer;automatic;Quezon City;White;1420000
ford;everest;suv;2017;17,196 KM;diesel;dealer;automatic;Marikina;Black;1238000
honda;jazz;hatchback;2017;n/a;gasoline;dealer;automatic;Quezon City;Silver / Grey;720000
toyota;fortuner;suv;2017;21,000 KM;diesel;dealer;automatic;Quezon City;Black;1398000
toyota;fortuner;suv;2017;39,803 KM;diesel;dealer;automatic;Quezon City;White;1398000
toyota;wigo;hatchback;2017;25,000 KM;gasoline;dealer;automatic;Manila;Black;395000
toyota;vios;sedan;2017;16,023 KM;gasoline;dealer;automatic;Manila;Red;655000
toyota;vios;sedan;2017;1 KM;gasoline;dealer;automatic;Manila;Orange;665000
bmw;x5-2001-2011;suv;2018;4,000 KM;gasoline;dealer;automatic;Quezon City;Black;10500000
toyota;vios;sedan;2019;2,400 KM;gasoline;dealer;automatic;Manila;Red;578000
toyota;vios;sedan;2019;6,000 KM;gasoline;dealer;automatic;Manila;Green;720000
toyota;fortuner;suv;2018;2,421 KM;diesel;dealer;automatic;Manila;Silver / Grey;1850000
toyota;fortuner;suv;2018;n/a;diesel;dealer;automatic;Manila;Silver / Grey;1850000
chevrolet;trailblazer;suv;2019;n/a;diesel;dealer;automatic;Quezon City;White;1250000
nissan;almera;sedan;2018;5,000 KM;gasoline;dealer;maunal;Makati;Silver / Grey;596000
chevrolet;sail;sedan;2018;23,000 KM;gasoline;dealer;maunal;Makati;Blue;415000
suzuki;swift-2016;hatchback;2017;21,000 KM;gasoline;dealer;maunal;Makati;Silver / Grey;490000
foton;view-transvan;van;2017;37,000 KM;diesel;dealer;maunal;Makati;White;746000
isuzu;crosswind;suv;2017;21,000 KM;diesel;dealer;maunal;Quezon City;White;758000
chevrolet;sail;sedan;2017;19,000 KM;gasoline;dealer;maunal;Makati;White;389000
chevrolet;sail;sedan;2018;7,000 KM;gasoline;dealer;automatic;Makati;Red;671000
suzuki;vitara;suv;2017;65,000 KM;gasoline;dealer;automatic;Makati;White;639000
toyota;wigo;hatchback;2018;1,900 KM;gasoline;dealer;n/a;Quezon City;Black;458000
toyota;fortuner;suv;2017;28,000 KM;diesel;dealer;automatic;Quezon City;White;1328000
toyota;wigo;hatchback;2019;2,642 KM;gasoline;dealer;automatic;Quezon City;Red;475000
suzuki;ciaz;sedan;2017;26 KM;gasoline;dealer;automatic;Pasig;White;425000
toyota;fortuner;suv;2017;10,433 KM;diesel;dealer;automatic;Makati;Black;1530000
ford;everest;suv;2017;13,526 KM;diesel;dealer;automatic;Quezon City;Black;1288000
toyota;vios;sedan;2019;2,000 KM;gasoline;dealer;automatic;Quezon City;Black;585000
chevrolet;colorado;pickup-trucks;2017;25,000 KM;diesel;dealer;automatic;Marikina;Red;1028000
ford;explorer;suv;2017;7,000 KM;gasoline;dealer;automatic;Makati;Black;1999999
mitsubishi;montero-sport;suv;2017;20,655 KM;diesel;dealer;automatic;Quezon City;Silver / Grey;1318000
toyota;vios;sedan;2019;2,059 KM;gasoline;dealer;automatic;Manila;White;808000
toyota;hiace-2015-2018;van;2019;2,500 KM;diesel;dealer;automatic;Quezon City;White;1980000
toyota;fortuner;suv;2017;18,421 KM;diesel;dealer;automatic;Manila;Black;1125000
toyota;hiace-2015-2018;van;2019;1,225 KM;diesel;dealer;automatic;Manila;n/a;1950000
toyota;tundra;pickup-trucks;2018;5,202 KM;gasoline;dealer;automatic;Quezon City;Silver / Grey;4900000
toyota;innova;mpv;2017;31,000 KM;diesel;dealer;automatic;Manila;Purple / Pink;985000
mazda;cx-3;crossover;2017;n/a;gasoline;dealer;automatic;Manila;Red;988000
toyota;avanza;mpv;2019;n/a;gasoline;dealer;automatic;Makati;Silver / Grey;750000
toyota;avanza;mpv;2019;n/a;gasoline;dealer;automatic;Makati;Black;750000
toyota;vios;sedan;2018;18,000 KM;gasoline;dealer;automatic;Quezon City;n/a;535000
toyota;fortuner;suv;2017;13,905 KM;diesel;dealer;automatic;Quezon City;Black;1388000
toyota;rush;suv;2018;4,900 KM;gasoline;dealer;automatic;Angeles;Black;925000
toyota;hilux;pickup-trucks;2017;33,000 KM;diesel;dealer;automatic;Quezon City;n/a;985000
ford;fiesta;hatchback;2017;33,124 KM;gasoline;dealer;automatic;Quezon City;n/a;465000
ford;ecosport-2013-2017;suv;2017;31,397 KM;gasoline;dealer;automatic;Quezon City;n/a;528000
chevrolet;trailblazer;suv;2019;19,619 KM;diesel;dealer;automatic;Quezon City;n/a;1250000
toyota;corolla-altis-2016-2018;sedan;2017;5,427 KM;gasoline;dealer;cvt;Manila;Silver / Grey;788000
mitsubishi;mirage-g4;sedan;2018;8,326 KM;gasoline;dealer;cvt;Quezon City;Red;538000
mitsubishi;mirage-g4-2015-2018;sedan;2018;8,000 KM;gasoline;dealer;cvt;Makati;Red;480000
subaru;wrx;sedan;2018;n/a;gasoline;dealer;cvt;Manila;Black;1588000
mitsubishi;mirage-g4;sedan;2018;9,282 KM;gasoline;dealer;cvt;Quezon City;Silver / Grey;548000
toyota;hilux;pickup-trucks;2018;n/a;diesel;dealer;maunal;Makati;Silver / Grey;965000
toyota;avanza;mpv;2019;9,000 KM;gasoline;dealer;manual;Quezon City;Blue;778000
toyota;vios-2017-2018;sedan;2018;1,900 KM;gasoline;dealer;manual;Manila;Red;565000
ford;ranger-2016-2018;pickup-trucks;2017;21,862 KM;diesel;dealer;manual;Quezon City;Silver / Grey;988000
hyundai;accent;sedan;2017;19,979 KM;diesel;dealer;manual;Quezon City;Red;458000
toyota;vios-2017-2018;sedan;2018;n/a;gasoline;dealer;manual;Makati;Green;565000
toyota;vios;sedan;2019;1,842 KM;gasoline;dealer;manual;Quezon City;Silver / Grey;580000
toyota;innova;mpv;2018;21,000 KM;diesel;dealer;manual;Manila;Red;858000
nissan;nv350-urvan;minivans;2018;17,000 KM;diesel;dealer;manual;Quezon City;Silver / Grey;1078000
nissan;urvan;van;2018;16,000 KM;diesel;dealer;manual;Quezon City;n/a;985000
foton;thunder;pickup-trucks;2018;18,000 KM;diesel;dealer;automatic;Quezon City;White;628000
toyota;vios;sedan;2019;n/a;gasoline;dealer;automatic;Makati;White;750000
toyota;avanza-2015-2018;mpv;2018;n/a;gasoline;dealer;automatic;Makati;Blue;680000
toyota;wigo;hatchback;2018;n/a;gasoline;dealer;automatic;Makati;Silver / Grey;420000
toyota;wigo;hatchback;2018;n/a;gasoline;dealer;automatic;Makati;Silver / Grey;420000
toyota;vios;sedan;2019;n/a;gasoline;dealer;automatic;Makati;Red;650000
toyota;hilux;pickup-trucks;2018;2,800 KM;diesel;dealer;maunal;Quezon City;Black;895000
honda;civic;sedan;2017;9 KM;gasoline;dealer;n/a;Manila;Blue;1098000
toyota;corolla-altis-2016-2018;sedan;2017;26,602 KM;gasoline;dealer;maunal;Quezon City;Silver / Grey;585000
hyundai;elantra;sedan;2017;36,000 KM;gasoline;dealer;maunal;Makati;White;411000
ford;ranger-2016-2018;pickup-trucks;2018;11,429 KM;diesel;dealer;maunal;Quezon City;Silver / Grey;965000
toyota;hilux;pickup-trucks;2019;1,000 KM;diesel;dealer;maunal;Pasig;White;4280000
kia;rio-hatchback;hatchback;2018;12,000 KM;gasoline;dealer;maunal;Makati;Silver / Grey;506000
suzuki;ertiga-2016-2018;mpv;2018;n/a;gasoline;dealer;maunal;Manila;White;688000
toyota;avanza-2015-2018;mpv;2017;14,128 KM;gasoline;dealer;maunal;Manila;Silver / Grey;598000
toyota;hilux;pickup-trucks;2018;n/a;diesel;dealer;maunal;Quezon City;White;898000
toyota;hilux;pickup-trucks;2018;8,000 KM;diesel;dealer;maunal;Manila;Red;908000
toyota;avanza-2015-2018;mpv;2018;12,800 KM;gasoline;dealer;maunal;Manila;Blue;625000
toyota;innova;mpv;2018;n/a;diesel;dealer;manual;Makati;Brown;965000
toyota;innova;mpv;2018;n/a;diesel;dealer;manual;Makati;White;965000
toyota;innova;mpv;2017;38,000 KM;diesel;dealer;manual;Quezon City;Red;938000
toyota;vios-2017-2018;sedan;2017;n/a;gasoline;dealer;manual;Makati;Silver / Grey;420000
toyota;corolla-altis-2016-2018;sedan;2017;5,426 KM;gasoline;dealer;cvt;Manila;Silver / Grey;815000
mitsubishi;mirage-g4;sedan;2018;21,253 KM;gasoline;dealer;cvt;Quezon City;Silver / Grey;460000
toyota;vios-2017-2018;sedan;2017;8,800 KM;gasoline;dealer;cvt;Manila;Orange;535000
toyota;vios-2017-2018;sedan;2018;3,000 KM;gasoline;dealer;cvt;Manila;Black;770000
toyota;vios-2017-2018;sedan;2018;5,596 KM;gasoline;dealer;cvt;Manila;n/a;568000
mitsubishi;mirage-g4;sedan;2018;15,907 KM;gasoline;dealer;cvt;Quezon City;Red;498000
mitsubishi;mirage-g4;sedan;2018;17,104 KM;gasoline;dealer;cvt;Quezon City;Red;495000
toyota;corolla-altis-2016-2018;sedan;2017;8,800 KM;gasoline;dealer;cvt;Manila;Red;695000
toyota;vios-2017-2018;sedan;2018;1,300 KM;gasoline;dealer;cvt;Manila;Silver / Grey;688000
toyota;vios-2017-2018;sedan;2018;2,027 KM;gasoline;dealer;cvt;Manila;Black;698000
toyota;vios-2017-2018;sedan;2018;2,000 KM;gasoline;dealer;cvt;Manila;Black;708000
toyota;vios-2017-2018;sedan;2018;2,000 KM;gasoline;dealer;cvt;Manila;Black;738000
toyota;vios-2017-2018;sedan;2018;139,000 KM;gasoline;dealer;cvt;Manila;Purple / Pink;568000
mitsubishi;mirage-g4;sedan;2018;1 KM;gasoline;dealer;cvt;Pasig;Silver / Grey;498000
toyota;vios-2017-2018;sedan;2018;n/a;gasoline;dealer;cvt;Manila;Green;628000
mitsubishi;mirage-g4-2015-2018;sedan;2018;15,000 KM;gasoline;dealer;cvt;Las Pinas;Purple / Pink;470000
toyota;vios-2017-2018;sedan;2017;10,000 KM;gasoline;dealer;cvt;Manila;Green;540000
toyota;vios-2017-2018;sedan;2017;8,900 KM;gasoline;dealer;cvt;Manila;Silver / Grey;540000
toyota;avanza-2015-2018;mpv;2017;n/a;gasoline;dealer;maunal;Manila;Black;598000
hyundai;accent;sedan;2017;4,318 KM;diesel;dealer;maunal;Rizal;White;558000
