brand;model;body;year;mileage;fuel;seller;transmission;city;color;price
chevrolet;trailblazer;suv;2014;42,000 KM;diesel;dealer;automatic;Las Pinas;White;788000
kia;sportage-2015;suv;2013;44,000 KM;diesel;dealer;automatic;Cebu City;White;565000
ford;everest;suv;2014;48,000 KM;diesel;dealer;automatic;Quezon City;White;768000
jeep;wrangler;suv;2014;8,046 KM;gasoline;dealer;automatic;Angeles;Black;2700000
hyundai;sonata;sedan;2011;79,000 KM;gasoline;dealer;automatic;Makati;White;438000
ford;explorer;suv;2005;1 KM;gasoline;dealer;automatic;Cebu City;Silver / Grey;350000
honda;civic;sedan;2013;70,000 KM;gasoline;dealer;automatic;Quezon City;Black;478000
mitsubishi;montero-sport-2015;suv;2014;85,413 KM;diesel;dealer;automatic;Quezon City;Blue;838000
isuzu;crosswind;suv;2010;1 KM;diesel;dealer;automatic;Cebu City;Silver / Grey;495000
subaru;forester-2015;suv;2011;67,000 KM;gasoline;dealer;automatic;Manila;Black;528000
toyota;innova;mpv;2014;48,000 KM;diesel;dealer;automatic;Quezon City;Silver / Grey;748000
mazda;3-sedan;sedan;2010;96,000 KM;gasoline;dealer;automatic;Manila;Blue;318000
honda;cr-v;suv;2008;88,000 KM;gasoline;dealer;automatic;Manila;Silver / Grey;398000
mitsubishi;pajero-2000-2011;suv;2004;1 KM;diesel;dealer;automatic;Cebu City;Black;450000
chevrolet;sonic;sedan;2014;30,000 KM;gasoline;dealer;automatic;Manila;Silver / Grey;358000
chevrolet;sonic;hatchback;2013;51,000 KM;gasoline;dealer;automatic;Makati;Blue;358000
toyota;86-2015;coupe;2014;18,669 KM;gasoline;dealer;automatic;Makati;White;1198000
toyota;camry;sedan;2012;53,000 KM;gasoline;dealer;automatic;Quezon City;Black;718000
audi;a6-sedan;sedan;2012;17,000 KM;gasoline;dealer;dual-clutch;Pasig;Black;1950000
toyota;avanza-2015;mpv;2013;36,086 KM;gasoline;dealer;n/a;Quezon City;Beige;465000
isuzu;crosswind;suv;2010;1 KM;diesel;dealer;maunal;Manila;Silver / Grey;490000
toyota;revo;mpv;2001;1 KM;gasoline;dealer;maunal;Manila;Blue;235000
suzuki;apv;minivans;2006;n/a;gasoline;dealer;maunal;Manila;White;295000
suzuki;apv;minivans;2009;1 KM;gasoline;dealer;maunal;Manila;Beige;395000
ford;explorer;suv;2012;35,000 KM;gasoline;dealer;n/a;Makati;White;939000
toyota;land-cruiser-prado;suv;2003;1 KM;diesel;dealer;maunal;Manila;White;600000
honda;civic;sedan;2007;1 KM;gasoline;dealer;maunal;Manila;Black;285000
isuzu;d-max;pickup-trucks;2008;1 KM;diesel;dealer;maunal;Manila;Red;550000
ford;explorer;suv;2013;38,664 KM;gasoline;dealer;n/a;Quezon City;Black;1020000
toyota;hiace;van;2011;72,126 KM;diesel;dealer;manual;Pasig;White;915000
nissan;urvan;van;2015;45,288 KM;diesel;dealer;manual;Pasig;White;658000
mitsubishi;adventure;mpv;2004;1 KM;diesel;dealer;manual;Cebu City;Red;340000
land-rover;defender;suv;2012;69,379 KM;diesel;dealer;manual;Angeles;White;3500000
mitsubishi;l300-2000-2010;mpv;2012;65,000 KM;diesel;dealer;manual;Manila;White;480000
kia;carnival;van;2013;79,237 KM;diesel;dealer;manual;Quezon City;Silver / Grey;555000
toyota;hiace;van;2013;91,000 KM;diesel;dealer;manual;Quezon City;Black;1068000
mercedes-benz;230e;sedan;1983;30,000 KM;gasoline;dealer;manual;Pasig;n/a;850000
honda;cr-v;suv;2013;48 KM;gasoline;dealer;automatic;Quezon City;White;688000
chevrolet;trailblazer;suv;2014;68,000 KM;diesel;dealer;automatic;Manila;Black;708000
mercedes-benz;c-class;sedan;2002;n/a;gasoline;dealer;automatic;Quezon City;Silver / Grey;398000
toyota;fortuner-2015;suv;2012;85,000 KM;diesel;dealer;automatic;Manila;White;728000
hyundai;veracruz;suv;2009;57,472 KM;diesel;dealer;automatic;Quezon City;Beige;598000
ford;e-150;van;2009;42,645 KM;gasoline;dealer;automatic;Quezon City;n/a;598000
hyundai;grand-santa-fe;suv;2013;50,000 KM;diesel;dealer;automatic;Las Pinas;Black;730000
subaru;forester-2015;suv;2013;49,000 KM;gasoline;dealer;automatic;Manila;Black;668000
honda;cr-v;suv;2012;44,000 KM;gasoline;dealer;automatic;Manila;Blue;598000
chevrolet;sonic;hatchback;2013;51,000 KM;gasoline;dealer;automatic;Manila;Blue;358000
nissan;350z;coupe;2004;18,000 KM;gasoline;dealer;automatic;Quezon City;White;1050000
porsche;cayenne-s-e-hybrid;suv;2013;55,000 KM;flex;dealer;automatic;Pasig;Green;2880000
toyota;fortuner-2015;suv;2013;87,000 KM;diesel;dealer;automatic;Manila;Silver / Grey;828000
dodge;challenger;coupe;2014;20,000 KM;gasoline;dealer;automatic;Quezon City;White;3330000
honda;cr-v;suv;2014;41 KM;gasoline;dealer;automatic;Pasig;Black;695000
toyota;fortuner;suv;2012;65,330 KM;gasoline;dealer;automatic;Quezon City;n/a;648000
toyota;innova;mpv;2010;72 KM;diesel;dealer;automatic;Pasig;Silver / Grey;595000
kia;sorento;suv;2013;n/a;diesel;dealer;automatic;Las Pinas;Silver / Grey;728000
nissan;patrol-super-safari;suv;2014;77,231 KM;diesel;dealer;automatic;Las Pinas;n/a;1398000
subaru;forester-2015;suv;2014;70,000 KM;gasoline;dealer;automatic;Manila;Black;698000
mazda;3-sedan;sedan;2013;44,317 KM;gasoline;dealer;automatic;Rizal;n/a;430000
mitsubishi;pajero-2000-2011;suv;2008;127,970 KM;diesel;dealer;automatic;Las Pinas;n/a;668000
honda;city;sedan;2014;32,000 KM;gasoline;dealer;automatic;Quezon City;Black;548000
mitsubishi;mirage;hatchback;2013;59,000 KM;gasoline;dealer;cvt;Manila;Red;328000
mitsubishi;mirage;hatchback;2013;59,000 KM;gasoline;dealer;cvt;Manila;Red;328000
mitsubishi;strada;pickup-trucks;2013;79,000 KM;diesel;dealer;maunal;Quezon City;White;768000
hyundai;tucson-2005-2015;suv;2010;107,982 KM;gasoline;dealer;n/a;Cavite City;White;368000
isuzu;crosswind;suv;2007;1 KM;diesel;dealer;maunal;Cebu City;Black;420000
mitsubishi;pajero-2000-2011;suv;2009;70,000 KM;diesel;dealer;n/a;Quezon City;n/a;935000
toyota;wigo;hatchback;2014;53,038 KM;gasoline;dealer;n/a;Marikina;White;358000
toyota;wigo;hatchback;2016;9,000 KM;gasoline;dealer;maunal;Quezon City;Silver / Grey;355000
toyota;wigo;hatchback;2014;38,000 KM;gasoline;dealer;maunal;Pasig;Blue;298000
hyundai;accent-hatch;hatchback;2013;45,000 KM;diesel;dealer;maunal;Quezon City;Silver / Grey;458000
mitsubishi;mirage;hatchback;2013;1 KM;gasoline;dealer;maunal;Manila;Blue;275000
mitsubishi;strada;pickup-trucks;2010;62,000 KM;diesel;dealer;maunal;Manila;Red;620000
toyota;fortuner-2005-2010;suv;2010;n/a;gasoline;dealer;n/a;Angeles;Black;590000
hyundai;accent;sedan;2014;33,000 KM;diesel;dealer;manual;Quezon City;n/a;408000
ford;escape;suv;2003;139,161 KM;gasoline;dealer;automatic;Makati;Red;250000
toyota;rav-4;suv;2014;n/a;gasoline;dealer;automatic;Makati;White;685000
honda;city;sedan;2003;1 KM;gasoline;dealer;automatic;Manila;Black;220000
mitsubishi;montero-sport-2015;suv;2011;1 KM;diesel;dealer;automatic;Manila;Silver / Grey;620000
toyota;hiace;van;2010;79,000 KM;diesel;dealer;automatic;Quezon City;White;1038000
nissan;xtrail;crossover;2005;1 KM;gasoline;dealer;cvt;Cebu City;Red;285000
mitsubishi;montero-sport-2015;suv;2010;89,248 KM;diesel;dealer;automatic;Manila;Red;598000
hummer;h2;suv;2006;1 KM;gasoline;dealer;automatic;Manila;Black;2800000
ford;fiesta;hatchback;2014;68,786 KM;gasoline;dealer;automatic;Makati;n/a;370000
toyota;fortuner-2015;suv;2007;67,000 KM;diesel;dealer;automatic;Pasig;Blue;658000
honda;jazz;hatchback;2012;39,569 KM;gasoline;dealer;automatic;Makati;Green;420000
hyundai;tucson;suv;2009;68,000 KM;diesel;dealer;automatic;Pasig;Silver / Grey;398000
kia;sportage-2015;suv;2014;n/a;gasoline;dealer;automatic;Angeles;Black;580000
nissan;patrol-super-safari;suv;2002;138,499 KM;diesel;dealer;automatic;Manila;White;508000
chevrolet;tahoe;suv;2004;60,000 KM;gasoline;dealer;automatic;Quezon City;Black;1800000
toyota;fortuner-2015;suv;2014;60,000 KM;diesel;dealer;automatic;Pasay;Gold;995000
suzuki;apv;minivans;2012;32,000 KM;gasoline;dealer;maunal;Quezon City;Red;368000
toyota;innova-2009-2014;mpv;2012;1 KM;diesel;dealer;n/a;Cebu City;White;440000
isuzu;d-max;pickup-trucks;2008;n/a;diesel;dealer;maunal;Manila;Brown;520000
isuzu;crosswind;suv;2010;1 KM;diesel;dealer;maunal;Manila;Silver / Grey;450000
chevrolet;sonic;hatchback;2013;1 KM;gasoline;dealer;automatic;Manila;White;335000
toyota;vios;sedan;2016;8,000 KM;gasoline;dealer;automatic;Quezon City;Purple / Pink;488000
honda;civic;sedan;2001;n/a;gasoline;dealer;automatic;Manila;Orange;210000
nissan;sentra;sedan;2013;60,000 KM;gasoline;dealer;automatic;Cavite City;Silver / Grey;268000
toyota;land-cruiser-prado;suv;2010;14,000 KM;diesel;dealer;automatic;Angeles;White;2050000
toyota;fortuner;suv;2010;80,000 KM;gasoline;dealer;automatic;Quezon City;Black;628000
toyota;land-cruiser-prado;suv;2010;17,007 KM;diesel;dealer;automatic;Angeles;White;2050000
porsche;panamera;sedan;2014;11,000 KM;gasoline;dealer;automatic;Quezon City;White;7380000
mazda;2-hatchback;hatchback;2014;40,000 KM;gasoline;dealer;manual;Cavite City;White;268000
hyundai;starex;van;2007;100,000 KM;diesel;dealer;manual;Cavite City;Gold;388000
toyota;hiace;van;2013;51,000 KM;diesel;dealer;manual;Quezon City;White;1128000
toyota;avanza;mpv;2014;38,000 KM;gasoline;dealer;manual;Pasig;Silver / Grey;468000
ford;ranger;pickup-trucks;2004;100,000 KM;diesel;dealer;manual;Pasig;Silver / Grey;358000
mazda;2-hatchback;hatchback;2014;30,000 KM;gasoline;dealer;manual;Cavite City;White;268000
mitsubishi;adventure;mpv;2014;206,000 KM;diesel;dealer;manual;Makati;White;235000
toyota;hiace;van;2012;90,000 KM;diesel;dealer;manual;Quezon City;Black;998000
mitsubishi;lancer-2015;sedan;2007;1 KM;gasoline;dealer;manual;Manila;Beige;220000
toyota;avanza;mpv;2010;n/a;gasoline;dealer;manual;Manila;Beige;340000
mazda;bt-50;pickup-trucks;2010;n/a;diesel;dealer;manual;Quezon City;Silver / Grey;470000
toyota;vios;sedan;2014;45,000 KM;gasoline;dealer;automatic;Quezon City;Red;468000
toyota;vios;sedan;2014;33,000 KM;gasoline;dealer;manual;Quezon City;Red;438000
hyundai;h-100;pickup-trucks;2014;33,000 KM;diesel;dealer;manual;Quezon City;White;678000
hyundai;santa-fe-2016-2018;suv;2009;95,000 KM;diesel;dealer;automatic;Manila;White;408000
mitsubishi;outlander;suv;2009;86,000 KM;gasoline;dealer;automatic;Angeles;White;470000
mitsubishi;montero-sport-2015;suv;2010;50,000 KM;diesel;dealer;automatic;Pasig;Silver / Grey;688000
toyota;land-cruiser-prado;suv;1993;87,000 KM;diesel;dealer;automatic;Angeles;Blue;495000
toyota;innova;mpv;2013;56,000 KM;gasoline;dealer;automatic;Angeles;Silver / Grey;570000
chevrolet;sonic;hatchback;2013;n/a;gasoline;dealer;automatic;Manila;White;310000
nissan;grand-livina;muv;2009;1 KM;gasoline;dealer;automatic;Manila;Black;335000
isuzu;alterra;suv;2008;n/a;diesel;dealer;automatic;Manila;Blue;460000
toyota;innova;mpv;2007;119,000 KM;gasoline;dealer;automatic;Angeles;Silver / Grey;395000
mercedes-benz;e-class-sedan;luxury-vehicles;1998;80,000 KM;gasoline;dealer;automatic;Pasig;Black;850000
subaru;forester-2015;suv;2013;49,068 KM;gasoline;dealer;automatic;Manila;Beige;768000
kia;carens;muv;2014;73,127 KM;diesel;dealer;automatic;Antipolo;Silver / Grey;540000
chevrolet;sonic;hatchback;2013;601,060 KM;gasoline;dealer;automatic;Manila;Blue;358000
honda;civic;sedan;2013;71,000 KM;gasoline;dealer;automatic;Manila;Silver / Grey;498000
subaru;forester-2015;suv;2014;55,000 KM;gasoline;dealer;automatic;Manila;Gold;718000
ford;everest;suv;2013;53,000 KM;diesel;dealer;automatic;Manila;Black;578000
ford;ranger-2016-2018;pickup-trucks;2014;n/a;diesel;dealer;automatic;Manila;White;818000
mitsubishi;strada;pickup-trucks;2011;65,156 KM;diesel;dealer;automatic;Pasig;White;658000
mitsubishi;strada;pickup-trucks;2014;n/a;diesel;dealer;automatic;Manila;White;720000
mercedes-benz;glk-class;suv;2013;42 KM;diesel;dealer;automatic;Cavite City;Black;2165000
toyota;fortuner-2015;suv;2012;68,745 KM;diesel;dealer;automatic;Quezon City;n/a;798000
ford;fiesta;hatchback;2014;1 KM;gasoline;dealer;automatic;Marikina;Silver / Grey;385000
toyota;fortuner;suv;2012;76,000 KM;gasoline;dealer;automatic;Quezon City;Black;748000
nissan;grand-livina;muv;2009;n/a;gasoline;dealer;automatic;Manila;Black;350000
mazda;3-sedan;sedan;2010;96,000 KM;gasoline;dealer;automatic;Manila;Silver / Grey;318000
mitsubishi;montero-sport-2015;suv;2014;61,000 KM;diesel;dealer;automatic;Quezon City;Silver / Grey;800000
mitsubishi;pajero-2000-2011;suv;2005;1 KM;diesel;dealer;automatic;Antipolo;Green;298000
toyota;fortuner-2015;suv;2005;69,866 KM;diesel;dealer;automatic;Antipolo;Black;798000
mazda;3-sedan;sedan;2007;1 KM;gasoline;dealer;automatic;Cebu City;Red;275000
chrysler;pacifica;suv;2007;37,299 KM;gasoline;dealer;automatic;Antipolo;Silver / Grey;298000
kia;picanto;hatchback;2006;1 KM;gasoline;dealer;automatic;Cebu City;White;190000
suzuki;swift;hatchback;2009;54,795 KM;gasoline;dealer;automatic;Antipolo;White;348000
ford;ranger-2016-2018;pickup-trucks;2013;22,000 KM;diesel;dealer;automatic;Quezon City;White;778000
mazda;cx-7;suv;2011;54,000 KM;gasoline;dealer;automatic;Quezon City;White;498000
toyota;fortuner-2015;suv;2014;37,000 KM;diesel;dealer;automatic;Quezon City;Silver / Grey;1058000
ford;everest;suv;2006;89 KM;diesel;dealer;automatic;Pasig;Black;395000
ford;mustang;coupe;2013;15,000 KM;gasoline;dealer;automatic;Angeles;Silver / Grey;1580000
nissan;grand-livina;muv;2012;1 KM;gasoline;dealer;automatic;Manila;Silver / Grey;350000
mitsubishi;montero-sport-2015;suv;2013;57,000 KM;diesel;dealer;automatic;Manila;Red;728000
toyota;camry-2015-2018;sedan;2013;n/a;gasoline;dealer;automatic;Quezon City;White;730000
peugeot;3008-2016-2017;hatchback;2014;47,000 KM;diesel;dealer;automatic;Makati;Blue;746000
mitsubishi;montero-sport-2015;suv;2014;57,000 KM;diesel;dealer;automatic;Manila;n/a;738000
kia;sportage-2015;suv;2014;46 KM;gasoline;dealer;automatic;Manila;Black;538000
ford;focus-2015;hatchback;2005;1 KM;gasoline;dealer;automatic;Manila;White;215000
bmw;3-series-sedan;sedan;2004;97,880 KM;gasoline;dealer;automatic;Manila;Silver / Grey;350000
mitsubishi;adventure;mpv;2011;68,915 KM;diesel;dealer;manual;Manila;n/a;450000
mitsubishi;adventure;mpv;2013;n/a;diesel;dealer;manual;Manila;Blue;450000
hyundai;grand-starex;minivans;2013;n/a;diesel;dealer;manual;Manila;Silver / Grey;728000
ford;fiesta-sedan;sedan;2011;n/a;gasoline;dealer;manual;Manila;Silver / Grey;285000
kia;sportage-1996-2006;suv;2009;1 KM;diesel;dealer;manual;Manila;White;320000
hyundai;grand-starex;minivans;2013;n/a;diesel;dealer;manual;Manila;Black;688000
toyota;vios;sedan;2012;94,762 KM;gasoline;dealer;manual;Taguig;Red;310000
isuzu;hilander;mpv;1999;112,538 KM;diesel;dealer;manual;Taguig;Green;200000
mitsubishi;l200;van;2002;150,000 KM;diesel;dealer;manual;Taguig;White;245000
toyota;vios;sedan;2014;38,628 KM;gasoline;dealer;manual;Pasig;Silver / Grey;428000
mitsubishi;mirage-g4;sedan;2016;12,052 KM;gasoline;dealer;manual;Pasig;Silver / Grey;418000
toyota;rav-4;suv;2013;63,075 KM;gasoline;dealer;automatic;Makati;Beige;688000
chevrolet;orlando;muv;2012;65,000 KM;gasoline;dealer;automatic;Manila;White;368000
hyundai;grand-starex;van;2010;59,532 KM;diesel;dealer;automatic;Quezon City;Gold;680000
honda;jazz;hatchback;2012;50,000 KM;gasoline;dealer;automatic;Cavite City;White;428000
honda;civic;sedan;2013;60 KM;gasoline;dealer;automatic;Mandaluyong;Black;478000
chevrolet;sonic;sedan;2014;30,000 KM;gasoline;dealer;automatic;Manila;Silver / Grey;358000
honda;jazz;hatchback;2012;50,000 KM;gasoline;dealer;automatic;Cavite City;White;428000
honda;cr-v;suv;2008;88,000 KM;gasoline;dealer;automatic;Manila;Silver / Grey;398000
chevrolet;orlando;muv;2012;65,000 KM;gasoline;dealer;automatic;Manila;White;368000
chevrolet;sonic;sedan;2014;30,000 KM;gasoline;dealer;automatic;Manila;Silver / Grey;358000
hyundai;accent;sedan;2011;1 KM;diesel;dealer;automatic;Manila;Black;295000
mitsubishi;montero-sport-2015;suv;2010;1 KM;diesel;dealer;automatic;Manila;Blue;585000
suzuki;apv;van;2010;1 KM;gasoline;dealer;automatic;Manila;Beige;310000
ford;fiesta;hatchback;2012;n/a;gasoline;dealer;automatic;Pasay;Orange;420000
mercedes-benz;s-class;sedan;2008;21,000 KM;gasoline;dealer;automatic;Pasig;Silver / Grey;1680000
subaru;forester-2015;suv;2014;61,000 KM;gasoline;dealer;automatic;Makati;Black;728000
isuzu;d-max;pickup-trucks;2011;1 KM;diesel;dealer;automatic;Manila;Silver / Grey;670000
chevrolet;corvette;coupe;2013;3,000 KM;gasoline;dealer;automatic;Pasig;Red;3800000
ford;escape;suv;2012;48 KM;gasoline;dealer;automatic;Manila;Silver / Grey;358000
chevrolet;suburban;suv;2006;32,000 KM;gasoline;dealer;automatic;Pasig;White;698000
subaru;forester-2015;suv;2013;55,000 KM;gasoline;dealer;automatic;Makati;n/a;718000
lexus;ls;luxury-vehicles;2012;n/a;gasoline;dealer;automatic;Pasig;Black;2100000
ford;everest;suv;2014;38,505 KM;diesel;dealer;automatic;Manila;Black;738000
toyota;land-cruiser-200;suv;2012;n/a;diesel;dealer;automatic;Angeles;White;2980000
honda;cr-v;suv;2005;182,213 KM;gasoline;dealer;automatic;Antipolo;Black;288000
toyota;fortuner-2015;suv;2007;99,066 KM;gasoline;dealer;automatic;Cavite City;Black;500000
honda;jazz;hatchback;2012;53,512 KM;gasoline;dealer;automatic;Cavite City;White;448000
bmw;3-series-sedan;sedan;2003;100,000 KM;gasoline;dealer;automatic;Cavite City;Black;448000
kia;carnival;van;2010;55,189 KM;diesel;dealer;automatic;Antipolo;Beige;488000
honda;jazz;hatchback;2012;50,000 KM;gasoline;dealer;automatic;Cavite City;White;448000
toyota;fortuner;suv;2011;80,000 KM;gasoline;dealer;automatic;Pasig;Beige;698000
toyota;fortuner-2015;suv;2007;90,000 KM;gasoline;dealer;automatic;Cavite City;Black;498000
toyota;innova;mpv;2014;55,000 KM;gasoline;dealer;automatic;Manila;Brown;558000
porsche;cayenne;suv;2008;57,000 KM;gasoline;dealer;automatic;Quezon City;Black;1638000
bmw;3-series-sedan;sedan;2003;100,000 KM;gasoline;dealer;automatic;Cavite City;Black;448000
porsche;cayenne;suv;2008;83,000 KM;gasoline;dealer;automatic;Quezon City;Beige;1538000
isuzu;d-max;pickup-trucks;2006;n/a;diesel;dealer;automatic;Quezon City;Silver / Grey;468000
toyota;camry-2015-2018;sedan;2009;n/a;gasoline;dealer;automatic;Quezon City;Black;758000
toyota;fortuner-2015;suv;2014;23,000 KM;diesel;dealer;automatic;Pasig;Black;998000
mitsubishi;strada;pickup-trucks;2010;n/a;diesel;dealer;automatic;Quezon City;Red;658000
ford;focus;hatchback;2010;38,000 KM;diesel;dealer;automatic;Pasig;Silver / Grey;338000
kia;carnival;van;2011;n/a;diesel;dealer;automatic;Quezon City;Black;548000
bmw;3-series-sedan;sedan;2003;100,000 KM;gasoline;dealer;automatic;Cavite City;Black;398000
subaru;wrx;sedan;2014;28,835 KM;gasoline;dealer;cvt;Makati;Blue;1238000
toyota;corolla-altis-2015;sedan;2003;99,332 KM;gasoline;dealer;cvt;Antipolo;Silver / Grey;228000
mitsubishi;mirage;hatchback;2013;60,595 KM;gasoline;dealer;maunal;Antipolo;n/a;288000
toyota;avanza-2015-2018;mpv;2016;24,000 KM;gasoline;dealer;maunal;Quezon City;Beige;460000
toyota;innova-2009-2014;mpv;2009;n/a;diesel;dealer;n/a;Quezon City;Red;580000
ford;expedition-2011-2017;suv;2011;40,000 KM;gasoline;dealer;n/a;Cavite City;White;798000
isuzu;crosswind;suv;2011;1 KM;diesel;dealer;maunal;Manila;Red;520000
ford;ranger-2016-2018;pickup-trucks;2014;41,456 KM;diesel;dealer;maunal;Rizal;White;788000
suzuki;alto-800;hatchback;2012;n/a;gasoline;dealer;maunal;Manila;Red;190000
toyota;fortuner-2005-2010;suv;2010;58,000 KM;diesel;dealer;n/a;Manila;Black;635000
suzuki;apv;minivans;2014;45,000 KM;gasoline;dealer;maunal;Quezon City;Black;418000
ford;ranger-2010-2015;pickup-trucks;2014;69,000 KM;diesel;dealer;n/a;Pasig;n/a;795000
toyota;vios;sedan;2014;35,000 KM;gasoline;dealer;manual;Pasig;Red;438000
toyota;vios;sedan;2010;91,000 KM;gasoline;dealer;manual;Manila;Gold;288000
toyota;fortuner-2015;suv;2007;n/a;diesel;dealer;manual;Quezon City;Silver / Grey;658000
toyota;vios;sedan;2010;91 KM;gasoline;dealer;manual;Manila;n/a;288000
subaru;impreza-2016;sedan;2013;44,000 KM;gasoline;dealer;manual;Makati;Silver / Grey;469000
mitsubishi;adventure;mpv;2014;n/a;diesel;dealer;manual;Quezon City;Red;488000
volkswagen;jetta;sedan;2014;n/a;diesel;dealer;manual;Quezon City;Black;678000
chevrolet;optra;sedan;2008;89,000 KM;gasoline;dealer;manual;Quezon City;Silver / Grey;178000
toyota;innova;mpv;2013;40,000 KM;gasoline;dealer;manual;Cavite City;Red;468000
ford;everest;suv;2013;n/a;diesel;dealer;manual;Manila;Silver / Grey;580000
mazda;b2500;pickup-trucks;2000;261,100 KM;diesel;dealer;manual;Antipolo;Red;265000
mitsubishi;adventure;mpv;2014;1 KM;diesel;dealer;manual;Cebu City;Red;565000
ford;ranger;pickup-trucks;2014;1 KM;diesel;dealer;manual;Manila;White;620000
suzuki;swift;hatchback;2009;79,254 KM;gasoline;dealer;manual;Antipolo;Blue;318000
toyota;hilux-2015;pickup-trucks;2012;92,000 KM;diesel;dealer;manual;Pasig;Silver / Grey;695000
mitsubishi;adventure;mpv;2008;85,723 KM;diesel;dealer;manual;Quezon City;Red;390000
toyota;innova;mpv;2014;52,932 KM;gasoline;dealer;manual;Antipolo;Brown;568000
toyota;vios;sedan;2014;68,300 KM;gasoline;dealer;manual;Antipolo;White;338000
nissan;urvan;van;2014;38,336 KM;diesel;dealer;manual;Quezon City;White;620000
toyota;vios;sedan;2016;15,000 KM;gasoline;dealer;manual;Quezon City;Black;395000
toyota;avanza;mpv;2009;125,000 KM;gasoline;dealer;manual;Manila;Blue;348000
mitsubishi;l300-2000-2010;mpv;2013;50,000 KM;diesel;dealer;manual;Quezon City;White;433000
datsun;n/a;coupe;1972;80,000 KM;gasoline;dealer;manual;Pasig;White;2500000
toyota;hiace;van;2011;57,671 KM;diesel;dealer;manual;Quezon City;White;988000
toyota;86-2015;coupe;2014;34,000 KM;gasoline;dealer;manual;Quezon City;White;1200000
toyota;vios;sedan;2008;1 KM;gasoline;dealer;manual;Manila;Beige;290000
honda;civic;sedan;2008;125,000 KM;gasoline;dealer;automatic;Angeles;Black;370000
mitsubishi;montero-sport-2015;suv;2010;90,875 KM;diesel;dealer;automatic;Taguig;Black;620000
nissan;patrol-super-safari;suv;2002;80,000 KM;gasoline;dealer;automatic;Angeles;Black;550000
toyota;innova;pickup-trucks;2013;40,859 KM;diesel;dealer;automatic;Antipolo;White;638000
mercedes-benz;g-class;suv;2000;50,000 KM;gasoline;dealer;automatic;Pasig;Black;4800000
ford;ecosport-2013-2017;suv;2014;124,000 KM;gasoline;dealer;automatic;Makati;Blue;420000
honda;cr-v;suv;2012;n/a;gasoline;dealer;automatic;Quezon City;White;599000
kia;sorento;suv;2015;35,000 KM;diesel;dealer;automatic;Caloocan;White;695000
subaru;forester-2015;suv;2014;70,000 KM;gasoline;dealer;automatic;Manila;Black;698000
hyundai;grand-santa-fe;suv;2013;54,000 KM;diesel;dealer;automatic;Manila;Black;688000
mazda;cx-9;suv;2011;68,000 KM;gasoline;dealer;automatic;Manila;White;648000
toyota;avanza;mpv;2007;95,000 KM;gasoline;dealer;automatic;Manila;Blue;348000
subaru;forester-2015;suv;2013;65,000 KM;gasoline;dealer;automatic;Manila;Black;538000
mazda;cx-7;suv;2010;63,000 KM;gasoline;dealer;automatic;Manila;White;408000
suzuki;celerio;hatchback;2012;n/a;flex;dealer;automatic;Talisay city;White;285000
mazda;cx-7;suv;2010;63,000 KM;gasoline;dealer;automatic;Makati;White;408000
toyota;land-cruiser-200;suv;2010;n/a;diesel;dealer;automatic;Quezon City;White;2480000
subaru;xv;crossover;2014;54,932 KM;gasoline;dealer;n/a;Imus;Orange;680000
toyota;innova-2009-2014;mpv;2012;62,188 KM;diesel;dealer;n/a;Imus;Brown;738000
toyota;avanza-2015;mpv;2013;40,000 KM;gasoline;dealer;n/a;Bacoor;Black;418000
toyota;corolla-altis;sedan;2002;120 KM;gasoline;individual;manual;Quezon City;n/a;210000
toyota;vios;sedan;2006;109,000 KM;gasoline;individual;manual;Batangas;Red;250000
hyundai;grand-starex;minivans;2012;38,000 KM;diesel;individual;manual;Quezon City;Silver / Grey;550000
honda;cr-v-2011-2016;crossover;2006;73 KM;gasoline;individual;manual;Bulacan;White;295000
toyota;corolla-altis;sedan;2003;70,000 KM;gasoline;individual;manual;Batangas;White;280000
ford;fiesta;hatchback;2014;63,000 KM;gasoline;individual;manual;Quezon City;Silver / Grey;300000
toyota;fortuner-2015;suv;2008;90,000 KM;diesel;individual;automatic;Manila;Black;660000
isuzu;crosswind;suv;2014;126,000 KM;diesel;individual;maunal;Bacoor;Silver / Grey;490000
ford;ranger-2016-2018;pickup-trucks;2014;125,000 KM;diesel;individual;maunal;Mandaluyong;White;650000
toyota;fortuner-2015;suv;2013;60,000 KM;diesel;individual;automatic;Antipolo;White;830000
subaru;impreza;sedan;2009;130,000 KM;gasoline;individual;cvt;Imus;White;385000
lexus;rx;suv;2014;19,000 KM;gasoline;individual;automatic;Cebu City;White;1850000
nissan;nv350-urvan;minivans;2016;16,800 KM;diesel;individual;manual;Bacolod;white;860000
toyota;wigo;hatchback;2016;60,000 KM;gasoline;individual;manual;Manila;red;295000
toyota;fortuner-2015;suv;2015;87,000 KM;diesel;individual;manual;Quezon City;white;850000
toyota;wigo;hatchback;2018;11,500 KM;gasoline;individual;manual;Cagayan de Oro;white;200000
toyota;innova;mpv;2018;22,000 KM;diesel;individual;manual;Pasay;red;890000
mazda;2;sedan;2019;48,000 KM;gasoline;individual;manual;Caloocan;silver;330000
toyota;vios;sedan;2019;111,644 KM;gasoline;individual;manual;Manila;red;160000
toyota;vios;sedan;2011;140,000 KM;gasoline;individual;automatic;Subic;brown;370000
hyundai;santa-fe;suv;2011;144,000 KM;diesel;individual;automatic;Pasay;black;480000
